pituus;syvyys;pinta_ala;pyoreys;lento_km
51,999;27,267;902,97;0,135345426;3726,207581
52,292;27,146;910,544;0,134955528;3760,812589
54,459;27,335;946,643;0,129362127;3649,202627
54,501;28,3;972,329;0,132667499;2924,209933
52,222;26,473;853,681;0,126867056;2424,017815
54,868;27,127;918,083;0,123595862;2774,019436
52,504;28,14;922,442;0,135617125;2366,055726
55,957;27,374;943,54;0,122127008;3481,244848
55,957;27,374;943,54;0,122127008;2342,558336
55,957;27,374;943,54;0,122127008;3649,202627
54,95;28,155;983,311;0,131982317;1123,27682
55,869;28,285;993,883;0,129048723;2924,209933
55,29;28,213;986,377;0,130770566;3110,097562
55,388;28,044;958,819;0,126667591;3649,202627
55,801;28,601;1026,748;0,133641133;2554,543392
54,109;28,627;980,638;0,135746909;2355,88412
52,48;27,428;927,885;0,136542153;4429,837815
55,442;28,212;974,474;0,128485088;3649,202627
55,343;28,751;1003,402;0,132773014;2366,055726
55,021;27,93;960,673;0,128611224;3508,102606
53,716;27,679;939,819;0,132007053;2519,53475
54,842;27,992;976,612;0,131599953;2554,543392
55,363;28,336;978,917;0,129439518;3760,812589
54,139;27,252;937,146;0,129582705;2159,812733
57,324;27,677;998,48;0,123147795;3577,07446
53,846;27,694;927,325;0,129623971;2895,246156
52,345;26,384;853,167;0,126195505;3649,202627
55,393;28,356;995,508;0,131490758;2286,146357
53,202;27,23;912,411;0,130645616;3061,259138
54,115;28,017;947,517;0,13113298;2917,838862
55,534;28,866;1019,75;0,134009642;4429,837815
50,671;26,199;833,201;0,131519781;2366,055726
50,749;25,341;792,465;0,124705428;2355,88412
53,55;27,144;895,865;0,126614623;3096,098707
